date,cluster,PM2.5,PM10,SO2,NO2,CO,O3
2014-09-20,1,118.0,118.0,2.0,52.0,1000.0,34.0
2014-09-20,1,115.0,115.0,2.0,58.0,1000.0,32.0
2014-09-20,1,122.0,122.0,2.0,64.0,1100.0,48.0
2014-09-20,0,123.0,123.0,2.0,57.0,1300.0,79.0
2014-09-20,0,116.0,116.0,3.0,42.0,1500.0,109.0
2014-09-20,0,120.0,123.0,5.0,50.0,1200.0,124.0
2014-09-20,0,132.0,141.0,9.0,49.0,1300.0,155.0
2014-09-20,0,121.0,121.0,10.0,34.0,1200.0,190.0
2014-09-20,0,109.0,109.0,10.0,34.0,1200.0,209.0
2014-09-20,0,104.0,128.0,8.0,39.0,1100.0,213.0
2014-09-20,0,133.0,187.0,7.0,46.0,1200.0,215.0
2014-09-20,0,146.0,216.0,6.0,54.0,1400.0,202.0
2014-09-20,0,148.0,186.0,2.0,53.0,1400.0,169.0
2014-09-20,0,160.0,184.0,2.0,71.0,1500.0,113.0
2014-09-20,2,179.0,195.0,2.0,102.0,1800.0,58.0
2014-09-20,2,194.0,203.0,2.0,109.0,2000.0,42.0
2014-09-20,2,213.0,228.0,2.0,149.0,2200.0,2.0
2014-09-21,2,219.0,223.0,2.0,105.0,2100.0,22.0
2014-09-21,2,217.0,227.0,2.0,111.0,2000.0,7.0
2014-09-21,2,202.0,202.0,2.0,73.0,1600.0,18.0
2014-09-21,2,184.0,184.0,2.0,57.0,1700.0,25.0
2014-09-21,2,169.0,169.0,2.0,55.0,1900.0,28.0
2014-09-21,2,121.0,121.0,5.0,64.0,2700.0,14.0
2014-09-21,2,80.0,80.0,12.0,69.0,3200.0,19.0
2014-09-21,2,78.0,78.0,12.0,66.0,2800.0,21.0
2014-09-21,2,65.0,66.0,12.0,70.0,2700.0,20.0
2014-09-21,2,61.0,85.0,19.0,71.0,3000.0,29.0
2014-09-21,2,50.0,50.0,23.0,64.0,2500.0,45.0
2014-09-21,2,60.0,107.0,38.0,69.0,2700.0,48.0
2014-09-21,2,69.0,131.0,42.0,59.0,2500.0,67.0
2014-09-21,2,80.0,147.0,35.0,50.0,2100.0,96.0
2014-09-21,0,101.0,127.0,28.0,45.0,1700.0,126.0
2014-09-21,0,106.0,111.0,27.0,38.0,1500.0,146.0
2014-09-21,0,106.0,108.0,17.0,37.0,2200.0,145.0
2014-09-21,0,105.0,126.0,12.0,37.0,1700.0,138.0
2014-09-21,0,97.0,123.0,9.0,42.0,1900.0,124.0
2014-09-21,0,90.0,107.0,4.0,44.0,1400.0,104.0
2014-09-21,0,94.0,100.0,3.0,42.0,1200.0,94.0
2014-09-21,0,85.0,85.0,2.0,42.0,1100.0,88.0
2014-09-21,0,84.0,84.0,3.0,39.0,1000.0,91.0
2014-09-21,1,84.0,84.0,3.0,44.0,1000.0,79.0
2014-09-22,1,81.0,81.0,2.0,53.0,1000.0,56.0
2014-09-22,1,84.0,84.0,2.0,64.0,1200.0,35.0
2014-09-22,1,80.0,80.0,4.0,82.0,1300.0,11.0
2014-09-22,1,73.0,73.0,4.0,74.0,1200.0,15.0
2014-09-22,1,71.0,71.0,5.0,72.0,1000.0,17.0
2014-09-22,1,72.0,72.0,5.0,51.0,900.0,25.0
2014-09-22,1,70.0,70.0,4.0,50.0,1400.0,26.0
2014-09-22,2,79.0,79.0,6.0,62.0,2300.0,17.0
2014-09-22,2,95.0,110.0,8.0,79.0,3000.0,8.0
2014-09-22,2,100.0,145.0,8.0,81.0,3300.0,8.0
2014-09-22,2,100.0,128.0,9.0,81.0,3400.0,14.0
2014-09-22,2,104.0,123.0,9.0,83.0,3400.0,17.0
2014-09-22,2,112.0,116.0,8.0,90.0,3400.0,12.0
2014-09-22,2,130.0,164.0,10.0,90.0,3600.0,18.0
2014-09-22,2,142.0,172.0,9.0,94.0,3500.0,12.0
2014-09-22,2,141.0,172.0,8.0,99.0,3400.0,5.0
2014-09-22,2,136.0,178.0,8.0,98.0,3300.0,7.0
2014-09-22,2,121.0,178.0,9.0,96.0,3200.0,7.0
2014-09-22,2,109.0,178.0,9.0,97.0,2900.0,5.0
2014-09-22,2,105.0,105.0,8.0,96.0,2600.0,3.0
2014-09-22,2,97.0,97.0,8.0,87.0,2400.0,7.0
2014-09-22,2,106.0,106.0,5.0,86.0,2500.0,2.0
2014-09-22,2,107.0,107.0,2.0,78.0,2600.0,2.0
2014-09-22,2,113.0,113.0,2.0,75.0,2700.0,2.0
2014-09-23,2,101.0,101.0,2.0,69.0,2600.0,2.0
2014-09-23,2,107.0,107.0,2.0,67.0,2700.0,2.0
2014-09-23,2,88.0,88.0,2.0,65.0,2100.0,2.0
2014-09-23,1,72.0,72.0,2.0,60.0,1500.0,2.0
2014-09-23,1,68.0,68.0,2.0,53.0,1400.0,7.0
2014-09-23,1,60.0,60.0,2.0,35.0,1100.0,23.0
2014-09-23,1,48.0,48.0,2.0,38.0,900.0,16.0
2014-09-23,1,46.0,46.0,2.0,47.0,1000.0,9.0
2014-09-23,1,44.0,44.0,2.0,57.0,1000.0,2.0
2014-09-23,1,44.0,44.0,2.0,65.0,1100.0,2.0
2014-09-23,1,42.0,42.0,2.0,61.0,1100.0,4.0
2014-09-23,1,43.0,43.0,2.0,51.0,1100.0,12.0
2014-09-23,1,47.0,47.0,2.0,52.0,1100.0,12.0
2014-09-23,1,34.0,34.0,2.0,35.0,800.0,35.0
2014-09-23,1,37.0,37.0,2.0,39.0,800.0,29.0
2014-09-23,1,35.0,35.0,2.0,43.0,800.0,28.0
2014-09-23,1,38.0,38.0,2.0,55.0,800.0,13.0
2014-09-23,1,35.0,35.0,2.0,59.0,900.0,4.0
2014-09-23,1,49.0,49.0,2.0,74.0,1200.0,2.0
2014-09-23,1,56.0,56.0,2.0,80.0,1400.0,2.0
2014-09-23,1,66.0,66.0,2.0,82.0,1600.0,2.0
2014-09-23,1,73.0,73.0,2.0,74.0,1700.0,2.0
2014-09-23,1,80.0,80.0,2.0,64.0,1900.0,2.0
2014-09-23,2,85.0,85.0,2.0,59.0,2300.0,2.0
2014-09-24,1,85.0,85.0,2.0,53.0,2200.0,2.0
2014-09-24,1,81.0,81.0,2.0,50.0,2100.0,2.0
2014-09-24,1,38.0,38.0,2.0,52.0,1200.0,2.0
2014-09-24,1,26.0,26.0,2.0,53.0,2100.0,2.0
2014-09-24,1,34.0,34.0,2.0,53.0,2200.0,2.0
2014-09-24,1,37.0,37.0,2.0,55.0,2600.0,2.0
2014-09-24,1,24.0,24.0,2.0,44.0,1600.0,3.0
2014-09-24,1,14.0,14.0,2.0,41.0,1200.0,4.0
2014-09-24,1,17.0,17.0,2.0,43.0,1000.0,4.0
2014-09-24,1,14.0,14.0,2.0,34.0,800.0,16.0
2014-09-24,1,16.0,16.0,2.0,28.0,700.0,26.0
2014-09-24,1,49.0,49.0,2.0,31.0,1200.0,31.0
2014-09-24,1,9.0,9.0,2.0,31.0,500.0,43.0
2014-09-24,1,17.0,17.0,2.0,31.0,400.0,66.0
2014-09-24,1,16.0,16.0,2.0,20.0,500.0,75.0
2014-09-24,0,18.0,18.0,2.0,30.0,400.0,181.0
2014-09-24,0,20.0,46.0,2.0,25.0,100.0,181.0
2014-09-24,0,26.0,84.0,2.0,36.0,400.0,181.0
2014-09-24,0,35.0,148.0,2.0,43.0,600.0,94.0
2014-09-24,1,39.0,71.0,2.0,42.0,800.0,92.0
2014-09-24,1,60.0,92.0,2.0,59.0,1100.0,56.0
2014-09-24,1,72.0,77.0,2.0,82.0,1300.0,20.0
2014-09-24,1,75.0,75.0,2.0,67.0,1400.0,33.0
2014-09-24,2,99.0,112.0,2.0,79.0,1800.0,13.0
2014-09-25,2,111.0,111.0,2.0,74.0,2000.0,4.0
2014-09-25,2,99.0,99.0,2.0,69.0,1800.0,2.0
2014-09-25,1,94.0,94.0,2.0,61.0,1600.0,2.0
2014-09-25,1,80.0,80.0,2.0,59.0,1300.0,2.0
2014-09-25,1,71.0,71.0,2.0,55.0,1100.0,2.0
2014-09-25,1,80.0,80.0,2.0,46.0,1200.0,2.0
2014-09-25,1,82.0,88.0,2.0,42.0,1200.0,2.0
2014-09-25,1,75.0,113.0,2.0,51.0,1300.0,2.0
2014-09-25,1,99.0,126.0,2.0,68.0,1400.0,3.0
2014-09-25,2,127.0,127.0,2.0,73.0,1500.0,4.0
2014-09-25,2,136.0,136.0,2.0,75.0,1700.0,7.0
2014-09-25,2,143.0,143.0,2.0,81.0,1700.0,7.0
2014-09-25,2,164.0,192.0,2.0,79.0,1500.0,5.0
2014-09-25,2,171.0,171.0,2.0,75.0,1400.0,22.0
2014-09-25,2,170.0,170.0,2.0,55.0,1400.0,48.0
2014-09-25,0,178.0,178.0,2.0,41.0,1300.0,74.0
2014-09-25,0,151.0,151.0,2.0,36.0,1500.0,101.0
2014-09-25,0,129.0,129.0,2.0,33.0,1100.0,109.0
2014-09-25,0,128.0,128.0,2.0,44.0,1100.0,84.0
2014-09-25,2,134.0,152.0,2.0,72.0,1300.0,44.0
2014-09-25,2,149.0,149.0,2.0,88.0,1600.0,24.0
2014-09-25,2,146.0,146.0,2.0,89.0,1600.0,19.0
2014-09-25,2,145.0,145.0,2.0,87.0,2100.0,22.0
2014-09-25,1,110.0,110.0,2.0,69.0,1200.0,25.0
2014-09-26,1,83.0,83.0,2.0,66.0,1000.0,19.0
2014-09-26,1,74.0,74.0,2.0,62.0,900.0,26.0
2014-09-26,1,71.0,71.0,2.0,56.0,900.0,36.0
2014-09-26,1,85.0,85.0,2.0,55.0,1000.0,31.0
2014-09-26,1,101.0,101.0,3.0,51.0,1100.0,27.0
2014-09-26,1,108.0,108.0,3.0,53.0,1300.0,19.0
2014-09-26,1,104.0,104.0,3.0,66.0,1400.0,6.0
2014-09-26,2,111.0,111.0,3.0,67.0,1600.0,5.0
2014-09-26,2,122.0,122.0,4.0,66.0,1700.0,8.0
2014-09-26,2,131.0,131.0,6.0,71.0,1900.0,9.0
2014-09-26,2,141.0,141.0,8.0,70.0,1700.0,15.0
2014-09-26,2,139.0,139.0,10.0,67.0,1700.0,23.0
2014-09-26,2,134.0,134.0,11.0,62.0,1500.0,35.0
2014-09-26,2,149.0,149.0,19.0,52.0,1400.0,73.0
2014-09-26,0,158.0,162.0,19.0,52.0,1400.0,91.0
2014-09-26,0,166.0,166.0,21.0,45.0,1300.0,113.0
2014-09-26,0,162.0,195.0,14.0,56.0,1400.0,97.0
2014-09-26,2,181.0,181.0,6.0,84.0,1900.0,48.0
2014-09-26,2,201.0,201.0,4.0,95.0,2100.0,27.0
2014-09-26,2,201.0,153.0,4.0,100.0,2200.0,14.0
2014-09-26,2,72.0,149.0,2.0,109.0,2200.0,2.0
2014-09-26,2,179.0,179.0,2.0,98.0,2100.0,3.0
2014-09-26,2,181.0,181.0,2.0,101.0,2300.0,2.0
2014-09-26,2,163.0,163.0,2.0,98.0,2000.0,2.0
2014-09-27,2,125.0,125.0,2.0,88.0,1900.0,2.0
2014-09-27,1,90.0,90.0,2.0,82.0,1500.0,2.0
2014-09-27,1,53.0,53.0,2.0,69.0,900.0,7.0
2014-09-27,1,14.0,14.0,2.0,44.0,400.0,33.0
2014-09-27,1,7.0,7.0,2.0,28.0,300.0,50.0
2014-09-27,1,8.0,22.0,2.0,39.0,400.0,39.0
2014-09-27,1,26.0,28.0,2.0,40.0,600.0,36.0
2014-09-27,1,30.0,38.0,2.0,41.0,600.0,33.0
2014-09-27,1,38.0,50.0,2.0,52.0,700.0,19.0
2014-09-27,1,30.0,30.0,2.0,47.0,600.0,31.0
2014-09-27,1,16.0,16.0,2.0,33.0,500.0,50.0
2014-09-27,1,23.0,23.0,2.0,34.0,500.0,57.0
2014-09-27,1,10.0,10.0,2.0,23.0,400.0,74.0
2014-09-27,1,5.0,5.0,2.0,21.0,300.0,85.0
2014-09-27,1,8.0,24.0,2.0,20.0,300.0,93.0
2014-09-27,1,13.0,13.0,2.0,23.0,400.0,100.0
2014-09-27,1,19.0,35.0,2.0,32.0,400.0,106.0
2014-09-27,1,16.0,48.0,2.0,38.0,500.0,105.0
2014-09-27,1,21.0,54.0,2.0,46.0,500.0,97.0
2014-09-27,1,19.0,61.0,2.0,64.0,700.0,66.0
2014-09-27,1,37.0,74.0,2.0,88.0,900.0,32.0
2014-09-27,1,41.0,95.0,2.0,110.0,1000.0,4.0
2014-09-27,1,44.0,55.0,2.0,118.0,1100.0,2.0
2014-09-27,1,41.0,66.0,2.0,112.0,1100.0,2.0
2014-09-28,2,53.0,87.0,3.0,110.0,1500.0,2.0
2014-09-28,2,64.0,115.0,3.0,106.0,1400.0,2.0
2014-09-28,1,59.0,95.0,4.0,105.0,1200.0,2.0
2014-09-28,1,57.0,102.0,5.0,92.0,1100.0,2.0
2014-09-28,1,65.0,108.0,4.0,84.0,1100.0,2.0
2014-09-28,1,66.0,102.0,4.0,81.0,1200.0,2.0
2014-09-28,1,61.0,114.0,5.0,77.0,1100.0,2.0
2014-09-28,1,69.0,140.0,6.0,76.0,1300.0,2.0
2014-09-28,2,73.0,136.0,7.0,75.0,1400.0,2.0
2014-09-28,2,73.0,160.0,7.0,78.0,1500.0,2.0
2014-09-28,2,80.0,169.0,9.0,87.0,1800.0,6.0
2014-09-28,2,95.0,160.0,13.0,95.0,2000.0,12.0
2014-09-28,2,91.0,152.0,15.0,99.0,2000.0,20.0
2014-09-28,2,93.0,139.0,15.0,91.0,1700.0,34.0
2014-09-28,1,71.0,99.0,14.0,63.0,1400.0,67.0
2014-09-28,1,50.0,50.0,14.0,36.0,1200.0,84.0
2014-09-28,1,47.0,50.0,13.0,40.0,1200.0,81.0
2014-09-28,1,40.0,62.0,10.0,45.0,1200.0,71.0
2014-09-28,1,40.0,56.0,8.0,57.0,1200.0,55.0
2014-09-28,1,37.0,73.0,8.0,72.0,1200.0,34.0
2014-09-28,1,47.0,107.0,5.0,78.0,1300.0,21.0
2014-09-28,2,63.0,125.0,4.0,90.0,1400.0,5.0
2014-09-28,1,73.0,104.0,5.0,90.0,1300.0,2.0
2014-09-28,2,84.0,124.0,4.0,91.0,1400.0,2.0
2014-09-29,2,86.0,122.0,2.0,88.0,1400.0,2.0
2014-09-29,2,92.0,127.0,2.0,84.0,1500.0,2.0
2014-09-29,1,94.0,112.0,2.0,80.0,1300.0,2.0
2014-09-29,1,92.0,104.0,2.0,74.0,1500.0,2.0
2014-09-29,2,90.0,114.0,2.0,78.0,1500.0,2.0
2014-09-29,2,91.0,125.0,3.0,79.0,1700.0,2.0
2014-09-29,2,102.0,105.0,3.0,76.0,1600.0,2.0
2014-09-29,2,99.0,141.0,3.0,76.0,1800.0,2.0
2014-09-29,2,98.0,123.0,4.0,64.0,1800.0,2.0
2014-09-29,2,90.0,118.0,4.0,59.0,1800.0,6.0
2014-09-29,1,96.0,104.0,5.0,54.0,1600.0,24.0
2014-09-29,1,78.0,78.0,9.0,45.0,1100.0,45.0
2014-09-29,1,47.0,47.0,6.0,25.0,700.0,69.0
2014-09-29,1,19.0,19.0,3.0,12.0,400.0,79.0
2014-09-29,1,9.0,9.0,2.0,11.0,400.0,81.0
2014-09-29,1,8.0,8.0,2.0,14.0,300.0,79.0
2014-09-29,1,7.0,7.0,2.0,16.0,300.0,79.0
2014-09-29,1,3.0,8.0,2.0,17.0,300.0,76.0
2014-09-29,1,11.0,11.0,2.0,21.0,300.0,66.0
2014-09-29,1,19.0,179.0,2.0,32.0,500.0,55.0
2014-09-29,1,32.0,55.0,4.0,38.0,700.0,44.0
2014-09-29,1,26.0,78.0,6.0,46.0,1000.0,26.0
2014-09-29,1,37.0,68.0,14.0,57.0,1700.0,11.0
2014-09-29,1,31.0,82.0,15.0,57.0,1900.0,8.0
2014-09-30,1,24.0,24.0,11.0,43.0,800.0,15.0
2014-09-30,1,23.0,40.0,13.0,46.0,1000.0,11.0
2014-09-30,1,18.0,31.0,9.0,41.0,900.0,14.0
2014-09-30,1,17.0,22.0,9.0,39.0,800.0,17.0
2014-09-30,1,17.0,17.0,9.0,38.0,700.0,20.0
2014-09-30,1,14.0,16.0,10.0,36.0,600.0,23.0
2014-09-30,1,14.0,14.0,11.0,33.0,700.0,27.0
2014-09-30,1,15.0,16.0,10.0,34.0,500.0,29.0
2014-09-30,1,13.0,16.0,10.0,41.0,600.0,23.0
2014-09-30,1,15.0,32.0,10.0,48.0,600.0,18.0
2014-09-30,1,18.0,56.0,10.0,50.0,700.0,17.0
2014-09-30,1,19.0,42.0,12.0,42.0,700.0,24.0
2014-09-30,1,20.0,24.0,12.0,38.0,600.0,33.0
2014-09-30,1,16.0,21.0,10.0,28.0,400.0,45.0
2014-09-30,1,18.0,50.0,9.0,28.0,500.0,51.0
2014-09-30,1,20.0,44.0,8.0,25.0,500.0,59.0
2014-09-30,1,24.0,46.0,7.0,25.0,500.0,59.0
2014-09-30,1,16.0,41.0,6.0,28.0,400.0,54.0
2014-09-30,1,23.0,51.0,6.0,35.0,500.0,49.0
2014-09-30,1,27.0,61.0,5.0,43.0,500.0,45.0
2014-09-30,1,43.0,90.0,5.0,57.0,800.0,36.0
2014-09-30,1,58.0,108.0,6.0,64.0,800.0,22.0
2014-09-30,1,56.0,102.0,7.0,65.0,800.0,18.0
2014-09-30,1,66.0,116.0,8.0,68.0,900.0,14.0
2014-10-01,1,74.0,126.0,9.0,63.0,900.0,16.0
2014-10-01,1,75.0,114.0,9.0,77.0,1000.0,3.0
2014-10-01,1,80.0,144.0,8.0,75.0,1000.0,2.0
2014-10-01,1,80.0,130.0,7.0,70.0,900.0,2.0
2014-10-01,1,70.0,88.0,7.0,79.0,900.0,2.0
2014-10-01,1,64.0,122.0,7.0,78.0,800.0,2.0
2014-10-01,1,60.0,115.0,7.0,74.0,800.0,2.0
2014-10-01,1,59.0,102.0,6.0,69.0,800.0,2.0
2014-10-01,1,53.0,97.0,7.0,65.0,800.0,2.0
2014-10-01,1,62.0,114.0,7.0,66.0,900.0,3.0
2014-10-01,1,68.0,122.0,8.0,70.0,1000.0,5.0
2014-10-01,1,71.0,121.0,10.0,74.0,1000.0,11.0
2014-10-01,1,79.0,129.0,10.0,80.0,1100.0,9.0
2014-10-01,1,83.0,130.0,7.0,77.0,1200.0,6.0
2014-10-01,1,64.0,106.0,3.0,69.0,1000.0,3.0
2014-10-01,1,64.0,64.0,2.0,63.0,900.0,3.0
2014-10-01,1,63.0,63.0,2.0,64.0,1100.0,2.0
2014-10-01,1,73.0,73.0,2.0,68.0,1300.0,2.0
2014-10-01,1,88.0,88.0,2.0,71.0,1400.0,2.0
2014-10-01,1,91.0,91.0,2.0,72.0,1300.0,2.0
2014-10-01,1,92.0,92.0,2.0,72.0,1300.0,2.0
2014-10-01,1,89.0,89.0,2.0,71.0,1300.0,2.0
2014-10-01,1,88.0,88.0,2.0,70.0,1300.0,2.0
2014-10-01,1,80.0,80.0,2.0,65.0,1200.0,2.0
2014-10-02,1,77.0,77.0,2.0,63.0,1100.0,2.0
2014-10-02,1,72.0,72.0,2.0,61.0,1000.0,2.0
2014-10-02,1,80.0,80.0,2.0,55.0,1000.0,2.0
2014-10-02,1,72.0,72.0,2.0,48.0,1000.0,2.0
2014-10-02,1,73.0,73.0,2.0,50.0,1000.0,2.0
2014-10-02,1,68.0,68.0,2.0,47.0,1000.0,2.0
2014-10-02,1,68.0,68.0,2.0,48.0,1100.0,2.0
2014-10-02,1,64.0,64.0,2.0,46.0,1100.0,2.0
2014-10-02,1,64.0,64.0,2.0,51.0,1300.0,2.0
2014-10-02,1,67.0,67.0,2.0,59.0,1300.0,5.0
2014-10-02,1,77.0,77.0,2.0,67.0,1300.0,8.0
2014-10-02,1,82.0,82.0,6.0,73.0,1300.0,14.0
2014-10-02,1,72.0,72.0,11.0,68.0,1200.0,21.0
2014-10-02,1,68.0,68.0,9.0,70.0,1100.0,33.0
2014-10-02,1,71.0,71.0,5.0,60.0,1000.0,50.0
2014-10-02,1,70.0,70.0,3.0,60.0,1000.0,50.0
2014-10-02,1,53.0,53.0,2.0,57.0,900.0,50.0
2014-10-02,1,54.0,54.0,2.0,58.0,900.0,55.0
2014-10-02,1,51.0,51.0,2.0,63.0,900.0,39.0
2014-10-02,1,67.0,67.0,2.0,82.0,1100.0,15.0
2014-10-02,1,85.0,85.0,2.0,90.0,1400.0,3.0
2014-10-02,2,90.0,90.0,2.0,89.0,1500.0,2.0
2014-10-02,1,90.0,90.0,2.0,82.0,1600.0,2.0
2014-10-02,1,68.0,68.0,2.0,74.0,1300.0,2.0
2014-10-03,1,55.0,55.0,2.0,69.0,1400.0,2.0
2014-10-03,1,74.0,74.0,2.0,69.0,1700.0,2.0
2014-10-03,1,89.0,89.0,2.0,79.0,1500.0,2.0
2014-10-03,1,83.0,83.0,2.0,72.0,1300.0,2.0
2014-10-03,1,89.0,89.0,2.0,68.0,1500.0,2.0
2014-10-03,2,116.0,116.0,2.0,71.0,1800.0,2.0
2014-10-03,2,145.0,145.0,2.0,71.0,2000.0,2.0
2014-10-03,2,153.0,153.0,2.0,69.0,2200.0,2.0
2014-10-03,2,135.0,135.0,3.0,64.0,2200.0,2.0
2014-10-03,1,77.0,77.0,3.0,55.0,1900.0,2.0
2014-10-03,2,99.0,99.0,3.0,58.0,2100.0,2.0
2014-10-03,2,106.0,106.0,3.0,56.0,2000.0,5.0
2014-10-03,2,108.0,108.0,4.0,60.0,2200.0,11.0
2014-10-03,2,103.0,103.0,5.0,70.0,2300.0,10.0
2014-10-03,2,139.0,139.0,4.0,80.0,2500.0,10.0
2014-10-03,2,148.0,148.0,3.0,89.0,2300.0,10.0
2014-10-03,2,164.0,164.0,3.0,92.0,2500.0,20.0
2014-10-03,2,178.0,178.0,2.0,86.0,2400.0,30.0
2014-10-03,2,185.0,185.0,2.0,89.0,2400.0,30.0
2014-10-03,2,192.0,192.0,2.0,96.0,2700.0,10.0
2014-10-03,2,185.0,185.0,2.0,90.0,2600.0,7.0
2014-10-03,2,166.0,166.0,2.0,90.0,2600.0,3.0
2014-10-03,2,150.0,150.0,2.0,81.0,2800.0,2.0
2014-10-03,2,137.0,137.0,2.0,76.0,3200.0,2.0
2014-10-04,2,134.0,134.0,2.0,74.0,3000.0,2.0
2014-10-04,1,104.0,104.0,2.0,41.0,1600.0,37.0
2014-10-04,1,68.0,68.0,2.0,29.0,1200.0,49.0
2014-10-04,1,70.0,70.0,2.0,25.0,900.0,55.0
2014-10-04,1,64.0,64.0,2.0,20.0,800.0,67.0
2014-10-04,1,61.0,61.0,2.0,23.0,900.0,65.0
2014-10-04,1,49.0,49.0,2.0,24.0,1000.0,62.0
2014-10-04,1,39.0,39.0,2.0,28.0,900.0,60.0
2014-10-04,1,51.0,51.0,2.0,42.0,1000.0,41.0
2014-10-04,1,55.0,55.0,2.0,46.0,1100.0,35.0
2014-10-04,1,56.0,56.0,2.0,48.0,1200.0,33.0
2014-10-04,1,58.0,58.0,2.0,40.0,1000.0,41.0
2014-10-04,1,67.0,67.0,2.0,27.0,800.0,55.0
2014-10-04,1,67.0,67.0,2.0,29.0,800.0,62.0
2014-10-04,1,75.0,75.0,2.0,28.0,900.0,74.0
2014-10-04,1,81.0,81.0,2.0,36.0,900.0,70.0
2014-10-04,1,83.0,83.0,2.0,53.0,1100.0,44.0
2014-10-04,1,88.0,88.0,2.0,56.0,1200.0,37.0
2014-10-04,1,91.0,91.0,2.0,62.0,1200.0,28.0
2014-10-04,1,97.0,97.0,2.0,63.0,1200.0,23.0
2014-10-04,1,97.0,97.0,2.0,61.0,1300.0,16.0
2014-10-04,1,91.0,91.0,2.0,64.0,1300.0,11.0
2014-10-04,1,74.0,74.0,2.0,52.0,1300.0,17.0
2014-10-04,1,56.0,56.0,2.0,52.0,1300.0,13.0
2014-10-05,1,65.0,65.0,2.0,61.0,1400.0,4.0
2014-10-05,1,72.0,72.0,2.0,57.0,1300.0,4.0
2014-10-05,1,69.0,69.0,2.0,53.0,1200.0,2.0
2014-10-05,1,62.0,62.0,2.0,47.0,1300.0,2.0
2014-10-05,1,60.0,60.0,2.0,47.0,1200.0,2.0
2014-10-05,1,59.0,59.0,2.0,45.0,1200.0,2.0
2014-10-05,1,60.0,60.0,2.0,42.0,1200.0,2.0
2014-10-05,1,53.0,53.0,2.0,50.0,1200.0,2.0
2014-10-05,1,43.0,43.0,2.0,51.0,1200.0,6.0
2014-10-05,1,34.0,34.0,2.0,35.0,700.0,36.0
2014-10-05,1,5.0,5.0,3.0,16.0,300.0,68.0
2014-10-05,1,5.0,5.0,4.0,15.0,300.0,71.0
2014-10-05,1,5.0,5.0,4.0,15.0,300.0,71.0
2014-10-05,1,5.0,5.0,2.0,13.0,400.0,81.0
2014-10-05,1,6.0,6.0,2.0,11.0,400.0,84.0
2014-10-05,1,12.0,12.0,2.0,11.0,400.0,85.0
2014-10-05,1,5.0,5.0,2.0,15.0,300.0,82.0
2014-10-05,1,8.0,8.0,2.0,23.0,400.0,71.0
2014-10-05,1,13.0,13.0,2.0,36.0,500.0,51.0
2014-10-05,1,17.0,17.0,2.0,53.0,600.0,25.0
2014-10-05,1,30.0,30.0,2.0,73.0,800.0,6.0
2014-10-05,1,34.0,34.0,2.0,78.0,900.0,2.0
2014-10-05,1,29.0,29.0,2.0,75.0,1100.0,2.0
2014-10-06,1,31.0,31.0,2.0,72.0,1200.0,2.0
2014-10-06,1,35.0,35.0,2.0,70.0,900.0,2.0
2014-10-06,1,24.0,24.0,2.0,68.0,700.0,2.0
2014-10-06,1,13.0,13.0,2.0,64.0,700.0,2.0
2014-10-06,1,25.0,25.0,2.0,63.0,600.0,2.0
2014-10-06,1,16.0,16.0,2.0,60.0,500.0,2.0
2014-10-06,1,14.0,14.0,2.0,62.0,400.0,2.0
2014-10-06,1,14.0,14.0,2.0,58.0,400.0,2.0
2014-10-06,1,19.0,19.0,2.0,56.0,500.0,4.0
2014-10-06,1,11.0,11.0,2.0,44.0,400.0,22.0
2014-10-06,1,15.0,15.0,2.0,47.0,400.0,23.0
2014-10-06,1,16.0,16.0,2.0,44.0,400.0,33.0
2014-10-06,1,16.0,16.0,2.0,47.0,400.0,40.0
2014-10-06,1,14.0,14.0,2.0,45.0,400.0,53.0
2014-10-06,1,21.0,21.0,2.0,31.0,300.0,72.0
2014-10-06,1,6.0,6.0,2.0,16.0,300.0,92.0
2014-10-06,1,18.0,18.0,2.0,19.0,300.0,95.0
2014-10-06,1,27.0,27.0,2.0,26.0,400.0,100.0
2014-10-06,1,34.0,34.0,3.0,39.0,500.0,94.0
2014-10-06,1,50.0,50.0,2.0,62.0,700.0,63.0
2014-10-06,1,66.0,66.0,4.0,84.0,800.0,41.0
2014-10-06,1,82.0,82.0,3.0,105.0,1000.0,14.0
2014-10-06,2,84.0,84.0,2.0,114.0,1100.0,2.0
2014-10-06,1,78.0,78.0,3.0,94.0,800.0,17.0
2014-10-07,1,82.0,82.0,3.0,82.0,800.0,22.0
2014-10-07,2,95.0,95.0,4.0,104.0,1000.0,2.0
2014-10-07,1,104.0,104.0,3.0,93.0,900.0,2.0
2014-10-07,2,119.0,119.0,2.0,87.0,1000.0,2.0
2014-10-07,1,90.0,90.0,2.0,88.0,1000.0,2.0
2014-10-07,1,65.0,65.0,2.0,85.0,900.0,2.0
2014-10-07,1,76.0,76.0,3.0,86.0,1100.0,2.0
2014-10-07,1,72.0,72.0,3.0,81.0,1300.0,2.0
2014-10-07,1,67.0,95.0,4.0,81.0,1300.0,2.0
2014-10-07,1,66.0,93.0,5.0,75.0,1200.0,7.0
2014-10-07,1,56.0,77.0,8.0,62.0,1000.0,23.0
2014-10-07,1,61.0,114.0,11.0,73.0,1100.0,24.0
2014-10-07,2,78.0,132.0,15.0,85.0,1300.0,32.0
2014-10-07,2,115.0,154.0,19.0,95.0,1300.0,50.0
